Feedstock_flow,pathway,identifier,Chemical,Tier 1,Feedstock,Long name,High TRL,Price (billion USD / MMT),GHG emissions (MMT CO2e/MMT),Fossil fuel depletion (MMT oil eq/MMT),"Human toxicity (MMT 1,4-DCB eq/MMT)",Land use (km2*a crop eq/MMT),Water depletion (km3/MMT),Feedstock use (MMT/MMT),Electricity use (TWh/MMT),Hydrogen use (MMT/MMT),Co-product,Co-product 1 long name,Co-product 1 amount (MMT/MMT),Co-product 2 long name,Co-product 2 amount (MMT/MMT),Co-product 3 long name,Co-product 3 amount (MMT/MMT),Co-product 4 long name,Co-product 4 amount (MMT/MMT),Total product flow,mass fraction of main poduct,total feedstock inflow for 1 MMT product,MMT product per 1 MMT feedstock,product_flow,price_total,ghg_emissions,human_toxicity,electricity_use,hydrogen_use,product_name
0.764532094410345,Conventional benzene conversion to acetone,10,Acetone,False,Benzene,Conventional benzene conversion to acetone,True,0.28,1.599827779,0.790029058,0.367306954,7.6125,0.005520707,0.563,0.139,0.0,True,Conventional benzene conversion to phenol,1.626,0,0.0,0,0.0,0,0.0,2.626,0.38080731150038083,1.4784379999999997,0.676389540853252,0.5171215123057883,0.14479402344562073,0.8273053605052905,0.18994232753291262,0.07187989021050457,0.0,Acetone
4.43521051014192e-14,Biomass pyrolysis to benzene,26,Benzene,True,Woody biomass,Biomass pyrolysis to benzene,False,0.391,-2.384617078,0.33142,0.32519,2328.6,0.0052699,2.91,0.362,0.0,True,Biomass pyrolysis to toluene,2.32,Biomass pyrolysis to xylenes,2.24,Biomass pyrolysis to ethylene,2.05,Biomass pyrolysis to propylene,2.7,10.31,0.09699321047526673,30.002100000000002,0.0333310001633219,1.4783000223790733e-15,5.780153087502177e-16,-3.52517947977292e-15,4.807283842774509e-16,5.351446081012245e-16,0.0,Benzene
-3.97694512065973e-14,Biomass to benzene via syngas and MTA,28,Benzene,True,Woody biomass,Biomass to benzene via syngas and MTA,True,0.93,-2.08,0.251,3.8073,4616.0,0.0086,5.6,0.152,0.0,True,Biomass to toluene via syngas and MTA,3.16,Biomass to xylenes via syngas and MTA,6.48,0,0.0,0,0.0,10.64,0.09398496240601503,59.583999999999996,0.016783029001074114,-6.674518529571245e-16,-6.207302232501258e-16,1.388299854150819e-15,-2.54118943976366e-15,-1.0145268164948292e-16,-0.0,Benzene
0.0,Plastic to benzene via syngas and MTA,29,Benzene,True,Polyolefins,Plastic to benzene via syngas and MTA,False,1.35,0.083,-0.735852494,1.347541336,5.8,0.004,1.86,1.293,0.0,True,Plastic to toluene via syngas and MTA,3.16,Plastic to xylenes via syngas and MTA,6.48,0,0.0,0,0.0,10.64,0.09398496240601503,19.7904,0.05052954968065324,0.0,0.0,0.0,0.0,0.0,0.0,Benzene
0.0,CO2 to benzene via syngas and MTA,30,Benzene,True,Carbon dioxide,CO2 to benzene via syngas and MTA,False,1.53,-2.06,0.2778,3.12,338.8,0.09097,3.72,14.04,0.3472,True,CO2 to toluene via syngas and MTA,3.16,CO2 to xylenes via syngas and MTA,6.48,0,0.0,0,0.0,10.64,0.09398496240601503,39.5808,0.02526477484032662,0.0,0.0,-0.0,0.0,0.0,0.0,Benzene
0.0,CO2 to benzene via thermochem and MTA,31,Benzene,True,Carbon dioxide,CO2 to benzene via thermochem and MTA,True,1.74,-2.403617078,0.156099672,2.759022918,291.0,0.077,3.47,0.896,0.496,True,CO2 to toluene via thermochem and MTA,3.16,CO2 to xylenes via thermochem and MTA,6.48,0,0.0,0,0.0,10.64,0.09398496240601503,36.92080000000001,0.02708500357522047,0.0,0.0,-0.0,0.0,0.0,0.0,Benzene
0.0,CO2 to benzene via electrochem and MTA,32,Benzene,True,Carbon dioxide,CO2 to benzene via electrochem and MTA,False,2.81,-2.15,0.232,2.87,326.2,0.086482,3.45,31.65,0.0,True,CO2 to toluene via electrochem and MTA,3.16,CO2 to xylenes via electrochem and MTA,6.48,0,0.0,0,0.0,10.64,0.09398496240601503,36.708000000000006,0.027242018088700005,0.0,0.0,-0.0,0.0,0.0,0.0,Benzene
4.43521051014192e-14,Biomass pyrolysis to ethylene,52,Ethylene,True,Woody biomass,Biomass pyrolysis to ethylene,False,0.34,-2.14,0.33,0.326,2335.0,0.005,2.83,0.353,0.0,True,Biomass pyrolysis to propylene,1.0,Biomass pyrolysis to benzene,0.49,Biomass pyrolysis to toluene,1.13,Biomass pyrolysis to xylenes,1.09,4.71,0.21231422505307856,13.3293,0.07502269436504543,3.327414425470145e-15,1.1313209046598493e-15,-7.120666870506111e-15,1.0847371027032672e-15,1.1745772921909611e-15,0.0,Ethylene
0.0,CO2 to ethylene via thermochem and methanol-to-olefins,53,Ethylene,True,Carbon dioxide,CO2 to ethylene via thermochem and methanol-to-olefins,True,0.51,-0.733967914,0.599461739,3.041703917,290.0,0.076453009,3.39,0.806,0.484,True,CO2 to propylene via thermochem and methanol-to-olefins,1.0,0,0.0,0,0.0,0,0.0,2.0,0.5,6.78,0.14749262536873156,0.0,0.0,-0.0,0.0,0.0,0.0,Ethylene
0.0,Biomass to ethylene via syngas and methanol-to-olefins,55,Ethylene,True,Woody biomass,Biomass to ethylene via syngas and methanol-to-olefins,True,0.66,-0.447165409,0.692166997,4.063407964,4500.0,0.009443695,5.47,0.0,0.0,True,Biomass to propylene via syngas and methanol-to-olefins,1.0,0,0.0,0,0.0,0,0.0,2.0,0.5,10.94,0.09140767824497258,0.0,0.0,-0.0,0.0,0.0,0.0,Ethylene
